Source;Table;HumanReadableName;VariableName;IsPrimaryKey;TableReference;VariableReference;IsMandatory;PrimitiveDataType;FHIRPrimitiveType;ValueRestriction;ValueRestrictionType;Description;
Hix-Chipsoft (MAASTRO's EHR system);CTC;Dermatitis;BR_DERMATITIS;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC;Lymphedema;BR_LYMPHEDEMA;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC;Rib fracture;BR_RIBFRACT1;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC;Heart toxicity;BR_HEART_FAIL;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC;Radiation Pneumonitis;BR_RAD_PNEUM;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC;Hypertension;BR_HYPERTENSION;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC;Diabetes;BR_DM;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC Diagnose;Clinical T-stage;BR_BL_CTSTAGE;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC Diagnose;Clinical N-stage;BR_BL_CNSTAGE;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC Diagnose;Clinical M-stage;BR_BL_CMSTAGE;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC Diagnose;Patient ID;GEN_IDNUMBER;TRUE;GEN_PATIENT;GEN_IDNUMBER;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC Diagnose;First name ;FIRST_NAME;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC Diagnose;Last name;LAST_NAME;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC Diagnose;Birth Date;BIRTH_DATE;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC Diagnose;Document Date;DOCUMENT_DATE;FALSE;GEN_PATIENT;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC Diagnose;Signing Physician;SIGN_PHYS;FALSE;GEN_PATIENT;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC Diagnose;Hospital Name;HOSPITAL_NAME;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC Diagnose;Referral hospital name ;REFERRAL_HOSPITAL_NAME;FALSE;GEN_PATIENT;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);CTC Diagnose;Number of nodes resected;BR_BL_NODES_RESEC;FALSE;BR;;FALSE;double;decimal;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Diagnose;Patient ID;GEN_IDNUMBER;TRUE;GEN_PATIENT;GEN_IDNUMBER;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Diagnose;Diagnose date;DIAGNOSE_DATE;FALSE;GEN_PATIENT;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Diagnose;Age at diagnosis;GEN_AGE_DIAGN;FALSE;GEN_PATIENT;;FALSE;double;decimal;;;NA;
ARIA-eclipse/Hix Chipsoft;FOLLOW-UP;Patient ID;GEN_IDNUMBER;TRUE;GEN_PATIENT;GEN_IDNUMBER;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;First name ;FIRST_NAME;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;Last name;LAST_NAME;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;Birth Date;BIRTH_DATE;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;Hospital Name;HOSPITAL_NAME;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;Signing Physician;SIGN_PHYS;FALSE;GEN_PATIENT;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;Referral hospital name ;REFERRAL_HOSPITAL_NAME;FALSE;GEN_PATIENT;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;Document  Date;DOCUMENT_DATE;FALSE;GEN_PATIENT;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;Document Version;DOCUMENT_VERSION;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;Regional recurrence;BRTUM_REGIO_REC;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;If YES, date of regional recurrence;BRTUM_DATE_REGIOREC;FALSE;BR;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;Distant metastases;BRTUM_DIST_METS;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;If YES, date of distant metastases;BRTUM_DATE_DISTMETS;FALSE;BR;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;Postoperative multi-disciplinary team meeting;BR_MDT_POST;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;Preoperative multi-disciplinary team meeting;BR_MDT_PREOP;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;Was cancer found in screening?;BR_SCR;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;Is patient receiving palliative treatment?;BR_TR_INTENT;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;Is patient enrolled in registred trial?;BR_PAT_CL_TR;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;Progesteron receptor;PROGESTERON_RECEPTOR;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);FOLLOW-UP;MIBl;MIBL_MIBL;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;Patient ID;GEN_IDNUMBER;TRUE;GEN_PATIENT;GEN_IDNUMBER;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;Table Identifier;TABLE_IDENTIFIER;TRUE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;First name ;FIRST_NAME;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;Last name;LAST_NAME;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;Glucose;GLUCOSE_GLUCOSE;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;Hemolytisch ;HEMOLYTISCH_HEMOLYTISCH;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;Hemoglobine;HEMOGLOBINE_HEMOGLOBINE;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;Hematocriet;HEMATOCRIET_L;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;Kalium ;KALIUM_L;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;eGFR(CKD-EPI) ;EGFR_M2;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;Ery's urine ;ERY'S_UL;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;Leucocyten urine ;LEUCOCYTEN_UL;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;Kreatinine ;KREATININE_L;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;LDH 318;LDH_L;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;Calcium;CALCIUM_L;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;Chloride ;CHLORIDE_L;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;Lymfocyten ;LYMFOCYTEN_LYMFOCYTEN ;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;Erytrocyten ;ERYTROCYTEN_I;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;Fosfaat ;FOSFAAT_L;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Laboratorium;GGT;GGT_L;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Medisch dossier;Patient ID;GEN_IDNUMBER;TRUE;GEN_PATIENT;GEN_IDNUMBER;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Medisch dossier;Allergies date;ALLERGIES_DATE;FALSE;GEN_PATIENT;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Medisch dossier Preoperatieve screening;Patient ID;GEN_IDNUMBER;TRUE;GEN_PATIENT;GEN_IDNUMBER;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Medisch dossier Preoperatieve screening;Allergies type;ALLERGIES_TYPE;FALSE;GEN_PATIENT;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Patient ID;GEN_IDNUMBER;TRUE;GEN_PATIENT;GEN_IDNUMBER;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Table Identifier;TABLE_IDENTIFIER;TRUE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Number of involved nodes;BR_BL_NODES_INVOLV;FALSE;BR;;FALSE;double;decimal;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Conclusion lymph node mapping;BR_BL_NODES_MAP;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Date of diagnosis invasive / insitu component;BR_BL_DATE_DIAG;FALSE;BR;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Histology invasive breast cancer;BR_BL_INV_HISTO;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Size invasive component on pathology;BR_BL_IVN_SIZE;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Tumour location;BR_BL_TUM_LOC;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Grade of differentiation invasive cancer;BR_BL_INV_GRADE_DIFF;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Minimal resection margins invasive breast cancer;BR_BL_MIN_RES_MARG_INV;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Progesterone receptor;BR_BL_PROGESTRONE;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Oestrogen receptor;BR_BL_OESTROGEN;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;HER2 receptor;BR_BL_HER2;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Histology in situ component;BR_BL_SITU_HISTO;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Grade of differentiation in situ component;BR_BL_SITU_GRADE_DIFF;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Size of DCIS at pathology;BR_BL_SIZE_DCIS;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Minimal resection margins non invasive;BR_BL_RES_MARG_SITU;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;pT-stage;BR_BL_PTSTAGE;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;ypT-stage;BR_BL_YPTSTAGE;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;pN-stage;BR_BL_PNSTAGE;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;ypN-stage;BR_BL_YPNSTAGE;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;pM-stage;BR_BL_PMSTAGE;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Neoadjuvant chemotherapy;BR_CHEMO;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Date start neoadjuvant chemotherapy;BR_CHEMO_START_DATE;FALSE;BR;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Adjuvant chemotherapy;BR_CHEMO_ADJ;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Date start adjuvant chemotherapy;BR_CHEMO_ADJ_START_DATE;FALSE;BR;;FALSE;date;Date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Neoadjuvant endocrine therapy;BR_END_TR;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Date start neoadjuvant endocrine therapy;BR_END_TR_DATE;FALSE;BR;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Adjuvant endocrine therapy;BR_END_TR_ADJ;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Date start adjuvant endocrine therapy;BR_END_TR_ADJ_DATE;FALSE;BR;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Neoadjuvant anti HER2 therapy;BR_HER2_ADJ;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Date start neoadjuvant anti HER2 therapy;BR_HER2_ADJ_DATE;FALSE;BR;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Adjuvant anti HER2 therapy;BR_ANTI_HER2_ADJ;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Polikliniek eerste consult;Date start adjuvant anti HER2 therapy;BR_ANTI_HER2_ADJ_DATE;FALSE;BR;;FALSE;date;date;;;NA;
ARIA-eclipse/Hix Chipsoft;Structure properties;Patient ID;GEN_IDNUMBER;TRUE;GEN_PATIENT;GEN_IDNUMBER;TRUE;string;string;;;NA;
ARIA-eclipse/Hix Chipsoft;Structure properties;First name ;FIRST_NAME;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
ARIA-eclipse/Hix Chipsoft;Structure properties;Last name;LAST_NAME;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
ARIA-eclipse/Hix Chipsoft;Structure properties;Birth Date;BIRTH_DATE;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
ARIA-eclipse/Hix Chipsoft;Structure properties;Hospital Name;HOSPITAL_NAME;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
ARIA-eclipse/Hix Chipsoft;Structure properties;Referral hospital name ;REFERRAL_HOSPITAL_NAME;FALSE;GEN_PATIENT;;FALSE;string;string;;;NA;
ARIA-eclipse/Hix Chipsoft;Structure properties;Document  Date;DOCUMENT_DATE;FALSE;GEN_PATIENT;;FALSE;date;date;;;NA;
ARIA-eclipse/Hix Chipsoft;Structure properties;Document Version;DOCUMENT_VERSION;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
ARIA-eclipse/Hix Chipsoft;Structure properties;Signing Physician;SIGN_PHYS;FALSE;GEN_PATIENT;;FALSE;string;string;;;NA;
ARIA-eclipse/Hix Chipsoft;Structure properties;Target volume: Breast;BR_BREAST;FALSE;BR;;FALSE;string;string;;;NA;
ARIA-eclipse/Hix Chipsoft;Structure properties;Target volume: Partial breast;BR_PART_BREAST;FALSE;BR;;FALSE;string;string;;;NA;
ARIA-eclipse/Hix Chipsoft;Structure properties;Target volume: Chest wall;BR_CHEST_WALL;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Patient ID;GEN_IDNUMBER;TRUE;GEN_PATIENT;GEN_IDNUMBER;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;First name ;FIRST_NAME;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Last name;LAST_NAME;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Birth Date;BIRTH_DATE;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Hospital Name;HOSPITAL_NAME;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Referral hospital name ;REFERRAL_HOSPITAL_NAME;FALSE;GEN_PATIENT;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Document  Date;DOCUMENT_DATE;FALSE;GEN_PATIENT;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Document Version;DOCUMENT_VERSION;FALSE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Signing Physician;SIGN_PHYS;FALSE;GEN_PATIENT;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Date;DATE;FALSE;GEN_PATIENT;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Diagnose;DIAGNOSE;FALSE;GEN_PATIENT;;TRUE;string;string;VS3;ValueSet;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Sex;GEN_SEX;FALSE;GEN_PATIENT;;TRUE;string;string;VS1;ValueSet;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Prior ipsilateral BC;BR_PR_BL_LATERALTIY;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Lesion ID;BR_LES_ID;FALSE;BR;;FALSE;string;string;VS2;ValueSet;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Radiological tumor size;TUMOUR_SIZE;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Laterality;BR_BL_LATERALTIY;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Smoking at the time of diagnosis;GEN_SMOKING;FALSE;GEN_PATIENT;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;BMI;GEN_BMI;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Date of surgery primary tumour;BR_BL_DATE_SURG;FALSE;BR;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Type of surgery;BR_BL_TYPE_SURG;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Re-resection;BR_BL_RE_RESEC;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;If yes, Date of re-resection;BR_BL_RE_RESEC_DATE;FALSE;BR;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Breast reconstruction;BR_BL_RE_REC;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;If yes, Date of reconstructions;BR_BL_RE_REC_DATE;FALSE;BR;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Axillary lymph node dissection performed;BR_AX_LN_DISSECT;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;If yes, Date of axillary lymph node dissection;BR_AX_LN_DISSECT_DATE;FALSE;BR;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Neoadjuvant radiotherapy;BR_RT;FALSE;GEN_RT;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Start neoadjuvant radiotherapy;BR_RT_START_DATE;FALSE;GEN_RT;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Verwijzingen;Adjuvant radiotherapy;GEN_RT_ADJ;FALSE;GEN_RT;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Zorglijn;Patient ID;GEN_IDNUMBER;TRUE;GEN_PATIENT;GEN_IDNUMBER;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Zorglijn;Table Identifier;TABLE_IDENTIFIER;TRUE;GEN_PATIENT;;TRUE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Zorglijn;Date of last follow up;BRTUM_DATE_LASTFU;FALSE;BR;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Zorglijn;Status at last follow up;BRTUM_STATUS_LASTFU;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Zorglijn;Local recurrence;BRTUM_LOCAL_REC;FALSE;BR;;FALSE;string;string;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Zorglijn;If YES, date of local recurrence;BRTUM_DATE_LOCALREC;FALSE;BR;;FALSE;date;date;;;NA;
Hix-Chipsoft (MAASTRO's EHR system);Zorglijn;Regional recurrence;BRTUM_REGIO_REC;FALSE;BR;;FALSE;string;string;;;NA;
